Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GTM,Guatemala,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84
GTM,Guatemala,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,42.05,42.05,42.05,42.05,42.05,47.24,48.86,49.78,42.99,38.91,32.67,33.66,33.63,44.04,42.64,39.56,33.81,33.77,31.09,32.44,29.48,30.76,32.62,45.62,51.38,51.38,51.38,51.38
GTM,Guatemala,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,21.44,19.34,20.39,20.07,21.16,19.92,20.53,19.66,19.79,20.22,20.28,20.23,20.11,19.07,19.88,18.69,18.69,18.69,18.69
GTM,Guatemala,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,7.96,7.96,7.96,7.96,7.96,13.84,21.81,29.56,31.99,38.63,42.98,62.56,80.6,89.47,96.33,100,100,100,88.29,67.23,48.32,38.84,34.7,36.35,29.7,29.7,29.7,29.7
GTM,Guatemala,YALE.EPI.OCP,Environmental Performance Index: Ocean Plastics,-,-,-,-,32.91,32.68,32.46,32.23,32,31.78,31.57,31.36,31.15,30.94,30.73,30.51,30.29,30.07,29.85,29.63,28.75,27.87,26.99,26.11,25.22,25.87,26.51,27.15,27.79,28.44,28.44,28.44
GTM,Guatemala,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,47.73,51.94,48.56,46.91,42.46,50.76,51.34,56.19,56.24,57.2,61.46,58.44,63.7,64.2,68.05,63.86,63.03,54.86,57.76,59.48,66.51,66.35,69.45,62.87,62.77,62.77,62.77,62.77
GTM,Guatemala,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,41.51,41.51,41.51,41.51,41.51,41.51,42.22,42.93,43.64,44.35,45.06,46.46,47.85,49.24,50.63,52.03,52.03,53.03,53.03,53.34,53.34,53.34,52.54,51.74,50.94,50.14,50.14,50.14
GTM,Guatemala,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,20.37,21.73,21.56,21.44,22.75,23.53,24.22,25.46,25.92,26.13,26.54,26.84,27.22,27.47,27.07,26.65,26.51,26.66,26.8,27.1,27.34,27.8,28.74,29.49,30.1,30.1,30.1,30.1
GTM,Guatemala,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7
GTM,Guatemala,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,27.98,28.49,27.39,26.64,27.26,27.62,28.76,30.72,32.15,33.15,34.4,35.14,35.93,36.18,35.71,35,34.16,33.18,32.09,31.36,31.23,32.22,33.84,34.01,33.33,33.33,33.33,33.33
GTM,Guatemala,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,9.13,9.2,9.27,9.34,9.41,9.48,9.51,9.53,9.56,9.58,9.61,9.68,9.76,9.83,9.91,9.98,10.02,10.06,10.1,10.14,10.18,10.22,10.27,10.31,10.36,10.4,10.4,10.4
GTM,Guatemala,YALE.EPI.RMS,Environmental Performance Index: Marine Trophic Index,-,-,-,-,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65
GTM,Guatemala,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,0,0,0,0,0,0,3.24,11.44,12.02,18.96,21.98,30.21,39.37,43.55,48.74,62.46,71.2,75.79,77.69,80.53,72.91,63.73,54.74,51.47,37.35,37.35,37.35,37.35
GTM,Guatemala,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,94.65,88.41,79.2,71.62,64.49,52.15,43.39,32.69,25.56,19.32,4.9,0,0,0,0,0,0,0,0,0,0
GTM,Guatemala,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,23.71,23.05,22.88,23.9,21.9,22.47,25.51,27.75,25.14,24.69,25.5,24.14,27.74,31.65,28.82,27.69,26.37,26.57,27.66,28.65,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68
GTM,Guatemala,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,35.96,35.61,37.16,36.79,37.61,37.3,38.46,37.8,38.11,38.59,39.35,39.69,39.14,39,39.49,38.63,38.63,38.63,38.63
GTM,Guatemala,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,18.03,20.06,20.94,21.12,21.55,21.65,21.91,22.02,22.06,22.37,23.18,26.61,26.98,27.15,27.24,27.57,27.7,27.73,28.04,28.83,28.84,28.89,29.2,29.21,29.85,29.85,29.85,29.85
GTM,Guatemala,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67
GTM,Guatemala,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,28.14,33.68,36.94,42.86,43.57,43.98,44.24,44.68,44.88,44.88,45.69,45.7,47.09,47.86,47.91,48.58,48.83,48.84,48.9,49.08,49.36,49.37,49.47,50.06,50.08,50.61,50.61,50.61
GTM,Guatemala,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,53.71,71.17,71.89,73.89,74.13,74.27,74.35,74.51,74.58,74.59,74.87,74.87,75.35,75.64,75.66,75.88,75.97,75.98,76,76.06,76.16,76.16,76.3,76.49,76.5,76.68,76.68,76.68
GTM,Guatemala,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,5.97,6.48,5.76,6.74,7.05,8.21,8.86,9.66,9.83,5.98,6.07,5.69,5.06,4.16,4.16,4.16
GTM,Guatemala,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,7.99,9.34,10.43,11.51,13.04,13.71,14.56,15.52,16.21,17.06,18.12,19.01,19.83,20.52,21.4,22.36,23.35,24.24,25.22,26.02,26.86,27.49,28.54,29.26,29.93,29.93,29.93,29.93
GTM,Guatemala,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,6.96,8.28,9.22,10.03,11.45,12.13,12.8,13.63,14.39,15.2,16.17,17.06,17.96,18.7,19.58,20.53,21.46,22.36,23.28,23.97,24.71,25.25,26.15,26.7,27.2,27.2,27.2,27.2
GTM,Guatemala,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,6.44,5.06,6.56,5.26,9.49,4.86,4.06,1.78,2.4,2.7,3.72,2.05,0,0,1.55,1.09,1.09,1.09,1.09
GTM,Guatemala,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6
GTM,Guatemala,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
GTM,Guatemala,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,23.14,23.14,23.14,22.63,21.67,21.42,17.91,18.22,16.07,16.95,17.45,18.14,18.89,19.87,17.9,18.21,20.97,19.96,21.63,22.61,24.25,24.71,28.69,33.4,46.21,43.78,43.78,43.78
GTM,Guatemala,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
GUY,Guyana,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2
GUY,Guyana,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6
GUY,Guyana,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1
GUY,Guyana,YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,71.1,71.1,71.1,71.1,71.1,73.02,75.67,82.73,93.96,96.54,99.55,100,96.9,97.58,90.26,81.31,76.69,71.1,65.87,60.26,59.38,60.94,62.49,67.96,71.5,71.5,71.5,71.5
GUY,Guyana,YALE.EPI.BDH,Environmental Performance Index: Biodiversity & Habitat,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1
GUY,Guyana,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01
GUY,Guyana,YALE.EPI.CCH,Environmental Performance Index: Climate Change,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
GUY,Guyana,YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,0.39,0.39,0.39,0.39,0.39,2.49,9.33,23.44,38.22,41.14,49.38,59.87,57.21,56.23,49.74,46.88,43.56,41.95,38.84,32.91,34.41,35.02,32.15,29.46,25.12,25.12,25.12,25.12
GUY,Guyana,YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,0.14,0.14,0.14,0.14,0.14,24.16,37.09,52.53,57.11,73.22,78.59,84.29,81.18,70.23,53.4,48.8,40.13,36.53,21.77,9.59,3.03,12.67,18.66,25.7,25.4,25.4,25.4,25.4
GUY,Guyana,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,79.51,77.97,79.87,78.54,81,80.5,77.81,80.73,81.74,81.74,82.42,78.66,79.93,81.85,82.77,81.54,81.54,81.54,81.54
GUY,Guyana,YALE.EPI.ECO,Environmental Performance Index: Ecosystem Vitality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2
GUY,Guyana,YALE.EPI.ECS,Environmental Performance Index: Ecosystem Services,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
GUY,Guyana,YALE.EPI.EPI,Environmental Performance Index,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
GUY,Guyana,YALE.EPI.FSH,Environmental Performance Index: Fisheries,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6
GUY,Guyana,YALE.EPI.FSS,Environmental Performance Index: Fish Stock Status,-,-,-,-,83.08,90.39,93.98,93.63,81.79,66.78,65.51,64.61,67.32,64.08,64.22,56.63,48.49,45.72,47.1,45.85,45.8,43.2,34.59,24.9,18.15,17.97,17.98,18.68,18.68,18.68,18.68,18.68
GUY,Guyana,YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,55.13,55.13,55.13,55.13,55.13,57.08,58.5,61.53,62.95,64.38,68.37,72.91,70.36,68.97,65.17,63.98,62.46,61.66,59.5,57.23,56.6,57.33,57.47,56.91,55.95,55.95,55.95,55.95
GUY,Guyana,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,47.44,46.66,44.76,45.2,43.88,46.57,46.02,47,44.12,43.99,47.76,49.01,46.42,45.9,44.35,43.89,43.22,42.75,41.99,40.8,40.08,40.56,40.19,38.41,37.02,37.02,37.02,37.02
GUY,Guyana,YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,34.68,34.68,34.68,34.68,34.68,37.67,37.61,43.49,44.37,43.46,43.75,50.59,54.01,54.83,51.78,52.67,53.81,57.76,53.13,44.3,38.35,40.27,41.65,40.67,38,38,38,38
GUY,Guyana,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,58.9,50.44,47.65,47.65,46.71,50.43,58.89,71.38,71.38,100,58.88,50.42,43.27,43.27,36.96,36.96,36.96
GUY,Guyana,YALE.EPI.H2O,Environmental Performance Index: Sanitation & Drinking Water,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3
GUY,Guyana,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,20.39,20.81,21.54,22.35,23.41,23.71,24.08,24.21,24.5,24.77,25.29,26.13,26.84,27.72,28.9,29.85,30.87,31.84,33.02,33.93,35.08,36.2,37.23,38.1,38.96,38.96,38.96,38.96
GUY,Guyana,YALE.EPI.HLT,Environmental Performance Index: Environmental Health,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3
GUY,Guyana,YALE.EPI.HMT,Environmental Performance Index: Heavy Metals,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4
GUY,Guyana,YALE.EPI.LCB,Environmental Performance Index: Growth rate in carbon dioxide emissions from land cover,-,-,-,-,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,50.99,38.86,33.23,33.61,36.58,36.35,27.34,31.39,31.39,31.39,31.39,31.39,31.39
GUY,Guyana,YALE.EPI.MPA,Environmental Performance Index: Marine protected areas,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUY,Guyana,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21
GUY,Guyana,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,28.41,28.41,28.41,28.41,28.41,35,37.25,40.32,42.95,44.13,49.37,55.46,58.26,57.22,57.75,59.89,66.79,67.43,63.26,54.22,52.02,57.62,68.94,64.56,67.74,67.74,67.74,67.74
GUY,Guyana,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,80.02,80.02,80.02,80.02,80.02,80.02,80.02,80.02,80.02,87.95,85.55,88.44,88.73,88.28,86.95,82.47,88.6,85.52,89.55,88.03,84.77,81.59,90.79,90.18,87.48,87.48,87.48,87.48
GUY,Guyana,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,46.64,46.64,46.64,46.64,46.64,45.75,43.84,42.5,43.55,45.47,54.34,62.92,72.06,77.58,85.59,88.06,76,56.73,38.61,25.48,19.8,19.71,34.21,48.49,62.41,62.41,62.41,62.41
GUY,Guyana,YALE.EPI.OCP,Environmental Performance Index: Ocean Plastics,-,-,-,-,41.21,41.15,41.1,41.04,40.98,40.92,40.92,40.92,40.92,40.92,40.92,40.87,40.81,40.76,40.71,40.66,40.06,39.46,38.87,38.27,37.68,38.45,39.21,39.98,40.75,41.52,41.52,41.52
GUY,Guyana,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,100,100,100,100,100,100,96.2,96.36,96.67,100,100,100,100,100,100,100,100,97.44,97.85,99.34,100,100,100,100,100,100,100,100
GUY,Guyana,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,34.97,34.97,34.97,34.97,34.97,34.97,37.71,40.44,43.18,45.92,48.66,53.54,58.42,63.29,68.17,73.05,73.05,77.98,77.98,78.14,78.14,78.14,78.99,79.85,80.7,81.56,81.56,81.56
GUY,Guyana,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,12.61,12.84,13.79,14.73,16.52,16.54,16.7,16.67,16.93,17.09,17.66,18.45,18.44,18.72,19.46,19.62,20.06,20.21,20.89,21.09,21.92,22.59,23.16,23.74,24.42,24.42,24.42,24.42
GUY,Guyana,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
GUY,Guyana,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,5.66,4.49,3.51,2.76,3.27,2.58,3.23,3.67,4.84,5.68,6.62,7.63,7.56,7.52,8.1,8.02,8.06,7.42,7.32,6.52,6.81,7.81,9,9.77,10.69,10.69,10.69,10.69
GUY,Guyana,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.63,23.57,23.52,23.46,23.4,23.33,23.26,23.19,23.12,23.05,23.05,23.05
GUY,Guyana,YALE.EPI.RMS,Environmental Performance Index: Marine Trophic Index,-,-,-,-,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47
GUY,Guyana,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,41.91,41.91,41.91,41.91,41.91,50.14,56.99,67.12,81.56,87.98,98.3,100,100,88.37,75.2,61.28,64.73,59.63,54.96,51.4,56.5,68.51,89.84,100,100,100,100,100
GUY,Guyana,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.85,99.7,95.99,95.99,95.99,95.99,95.84,95.54,95.39,95.25,94.95,94.8,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5
GUY,Guyana,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,48.26,49.52,45.42,44.92,44.06,43.6,46.38,41.74,50.92,39.71,47.4,50.65,52.07,39.09,53.27,44.81,57.08,50.27,44.59,48.51,40.24,40.24,40.24,40.24,40.24,40.24,40.24,40.24
GUY,Guyana,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,96.47,95.03,96.33,96.64,96.76,95.17,95.13,96.72,95.77,97.09,96.49,95.37,94.17,98.22,97.69,97.01,97.01,97.01,97.01
GUY,Guyana,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,4.03,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.1,13.1,15.76,24.66,24.66,24.66,24.66,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13
GUY,Guyana,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89,64.89
GUY,Guyana,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,1.46,1.46,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,25.1,25.1,25.1,25.1,56.45,56.45,56.45,56.45,56.45,56.45,56.45,56.45,56.45,56.45,56.45
GUY,Guyana,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,1.71,1.71,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,29.38,29.38,29.38,29.38,48.91,48.91,48.91,48.91,48.91,48.91,48.91,48.91,48.91,48.91,48.91
GUY,Guyana,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.21,41.52,40.22,39.06,38.45,36.7,37.19,36.38,35.81,32.88,32.04,31.46,30.3,30.01,30.01,30.01
GUY,Guyana,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,21.1,21.52,22.16,22.84,23.18,23.28,25.28,26.54,27.37,27.9,28.35,29.16,29.99,30.78,31.61,32.92,34.13,34.88,35.76,36.12,37.07,37.87,38.52,38.96,39.42,39.42,39.42,39.42
GUY,Guyana,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,19.88,20.11,20.61,21.24,21.39,21.32,23.14,24.13,24.82,25.27,25.52,26.18,26.79,27.3,27.84,28.9,29.82,30.28,30.83,30.79,31.39,31.88,32.24,32.39,32.61,32.61,32.61,32.61
GUY,Guyana,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.77,25.78,26.89,26.34,25.2,26.62,20.46,22.43,22.98,23.04,24.78,23.25,19.46,19.61,22.58,21.17,21.17,21.17,21.17
GUY,Guyana,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7
GUY,Guyana,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GUY,Guyana,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,70.04,70.04,70.04,70.04,100,56.05,49.68,35.18,35.18,35.18,32.27,31.89,39.2,39.2,39.2,50.91,53.41,42.7,41.44,41.28,41.28,41.29,51.38,55.33,36.95,34.76,34.76,34.76
GUY,Guyana,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,"Hong Kong SAR, China",YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,0,0,0,0,0,0,15.04,50.96,81.01,100,100,100,100,100,100,100,100,90,56.69,56.55,51.16,56.79,63.42,80.34,75.44,75.44,75.44,75.44
HKG,"Hong Kong SAR, China",YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34
HKG,"Hong Kong SAR, China",YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,28.36,28.36,28.36,28.36,28.36,28.15,31.54,29.04,22.17,23.58,25.17,34.72,43.31,44.65,43.67,46.24,48.99,51.32,48.9,47.49,47.06,47.49,47.12,47.13,50.2,50.2,50.2,50.2
HKG,"Hong Kong SAR, China",YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,31.24,31.24,31.24,31.24,31.24,31.1,31.86,33.43,35.58,37.1,38.3,38.82,38.98,39.44,40.14,39.76,39.76,39.89,40.61,41.15,41.78,41.46,40.87,40.39,40.37,40.37,40.37,40.37
HKG,"Hong Kong SAR, China",YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,"Hong Kong SAR, China",YALE.EPI.FGA,Environmental Performance Index: Adjusted emissions growth rate for F-gases,-,-,-,-,100,100,100,100,100,100,100,95.82,80.34,67.4,60.21,53.79,50.19,50.78,52.32,55.02,58.34,61.39,64.02,65.85,66.94,67.67,68.26,68.67,68.87,68.87,68.87,68.87
HKG,"Hong Kong SAR, China",YALE.EPI.FTD,Environmental Performance Index: Fish caught by trawling,-,-,-,-,4.34,4.3,4.81,4.73,5.25,6.14,5.3,5.54,5.01,6.21,5.67,5.61,6.18,6.14,7.05,6.97,6.26,7.03,6.96,2.41,2.64,2.63,2.61,1.38,1.38,1.38,1.38,1.38
HKG,"Hong Kong SAR, China",YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,30.51,30.51,30.51,30.51,30.51,30.56,31.67,30.85,28.84,29.32,29.3,31.65,33.67,34.3,34.14,35.45,35.85,36.91,35.5,34.63,35.11,35.06,35.06,35,36.8,36.8,36.8,36.8
HKG,"Hong Kong SAR, China",YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,43.54,47.07,45.85,39.27,36.88,38.67,40.74,39.64,37.05,38.32,36.95,38.32,37.43,38.12,38.91,40.16,38.23,38.79,37.92,37.34,39.56,39.04,39.74,39.76,41.32,41.32,41.32,41.32
HKG,"Hong Kong SAR, China",YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,38.79,38.79,38.79,38.79,38.79,33.62,32.82,24.71,12.65,18.34,26.42,48.15,70.82,75.38,71.03,75.44,78.13,76.64,67.06,60.5,56.77,55.89,56.68,57.77,56.86,56.86,56.86,56.86
HKG,"Hong Kong SAR, China",YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,2,2,2,0.16,0,0,0,0,0,6.1,20.7,21.68,21.68,13.06,13.06,18.2,18.2,18.2,100,100,100,45.48,25.37,25.37,25.37,22.77,22.77,22.77
HKG,"Hong Kong SAR, China",YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9
HKG,"Hong Kong SAR, China",YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,59.09,59.09,59.09,59.09,59.09,64.75,68.5,69.08,61.28,68.05,71.91,86.66,100,100,79.42,74.36,64.84,59.35,51.09,47.02,47.34,48.38,49.4,55.86,53.8,53.8,53.8,53.8
HKG,"Hong Kong SAR, China",YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,"Hong Kong SAR, China",YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,47.56,47.56,47.56,47.56,47.56,53.88,59.38,65.07,64.3,75.36,86.97,100,100,100,99.98,91.46,76.9,72.52,65.32,64.87,69.42,77.61,87.91,100,100,100,100,100
